transaction_id,item,total_spent,transaction_date,payment_method,location,price_per_unit,quantity,_s5_reason,_strict_reason
TXN_1510406,,15.0,2023-01-12,,In-store,5.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8176812,Sandwich,20.0,2023-06-21,Digital Wallet,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1360872,Coffee,4.0,2023-11-04,Credit Card,In-store,,2.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_1811953,Cookie,2.0,2023-06-26,Unknown,,1.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7653946,Smoothie,16.0,2023-09-19,Cash,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1348274,Cake,15.0,2023-11-14,,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9320167,Juice,15.0,2023-11-12,Credit Card,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1135215,Sandwich,12.0,2023-04-10,,In-store,4.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5748083,Salad,10.0,2023-04-08,,Takeaway,5.0,,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1804335,Juice,9.0,2023-10-05,Credit Card,,3.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5611239,,4.0,2023-11-18,Cash,Takeaway,1.0,4.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_4788388,Cake,9.0,2023-06-29,,,3.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9348280,,8.0,2023-03-28,Credit Card,In-store,4.0,2.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_5173628,Tea,4.5,2023-05-30,,Takeaway,1.5,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6154823,,20.0,2023-11-16,Digital Wallet,Takeaway,4.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_8693747,Smoothie,16.0,2023-02-13,Digital Wallet,,,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3275800,Coffee,6.0,2023-05-27,,Takeaway,2.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4177717,Cookie,1.0,2023-01-07,,,1.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7313328,Juice,3.0,2023-01-03,,Takeaway,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4019047,,4.0,2023-09-14,,,2.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6444366,Coffee,2.0,2023-08-19,Digital Wallet,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7630601,Tea,1.5,2023-08-22,,Takeaway,1.5,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7366807,Salad,15.0,2023-10-22,,,5.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5762127,Coffee,4.0,2023-11-10,,Takeaway,2.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1856153,Coffee,10.0,2023-12-02,Credit Card,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4908458,Tea,6.0,2023-10-06,,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4214066,Juice,6.0,2023-07-23,,In-store,3.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8252793,Cookie,4.0,2023-07-28,Digital Wallet,,1.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1313643,Cake,12.0,2023-02-11,Unknown,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1206585,Tea,3.0,2023-06-29,Cash,,1.5,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9580673,Juice,S5_REVIEW_REQUIRED,2023-06-25,Unknown,In-store,3.0,2.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_9874192,Smoothie,12.0,2023-11-30,,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3858126,Smoothie,8.0,2023-08-25,,In-store,4.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3524464,Smoothie,16.0,2023-08-31,Credit Card,Takeaway,,4.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_6242107,Coffee,6.0,2023-11-14,Cash,,2.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4475412,Sandwich,12.0,2023-10-31,Unknown,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7517241,Sandwich,8.0,2023-01-18,,Unknown,4.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6243134,Tea,3.0,,Digital Wallet,,1.5,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_2435218,,10.0,2023-05-02,,In-store,2.0,,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2346296,Cake,12.0,2023-10-04,Digital Wallet,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8219210,Smoothie,20.0,2023-01-12,Cash,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4541981,Smoothie,16.0,2023-01-14,Credit Card,In-store,,4.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_6752476,Tea,6.0,2023-08-28,,Takeaway,1.5,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3766378,,3.0,2023-08-18,Cash,Takeaway,3.0,1.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_1422305,Sandwich,16.0,2023-03-09,,In-store,4.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4625165,Salad,15.0,2023-03-02,Credit Card,,5.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1804132,Smoothie,12.0,,,In-store,4.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_9323215,Cookie,3.0,2023-01-27,,,1.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6824743,Sandwich,S5_REVIEW_REQUIRED,2023-11-08,Digital Wallet,Takeaway,4.0,2.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_9384397,Sandwich,8.0,2023-10-31,Cash,,4.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1034067,Smoothie,12.0,2023-01-07,Digital Wallet,,,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3265085,Cookie,5.0,2023-09-05,,In-store,1.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3061498,Salad,25.0,2023-11-14,,,5.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6206792,Tea,6.0,2023-10-13,Credit Card,,,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2102561,,2.0,2023-04-05,,In-store,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5649995,Tea,3.0,,,Takeaway,1.5,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_3207254,Cake,3.0,2023-04-25,,Takeaway,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2579242,Juice,15.0,2023-09-11,,In-store,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2187911,Coffee,6.0,2023-04-20,Credit Card,Takeaway,,3.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_2594056,Salad,20.0,2023-03-11,Cash,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6591736,Coffee,8.0,2023-06-21,,Takeaway,2.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1267753,,4.5,2023-06-28,Credit Card,,1.5,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4615235,Cake,12.0,2023-01-08,Cash,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4824519,Smoothie,20.0,2023-12-27,,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4677415,Cake,6.0,2023-12-12,Digital Wallet,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3548788,Salad,20.0,2023-02-22,Digital Wallet,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8855046,Juice,9.0,2023-12-05,,Takeaway,,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9287659,,3.0,2023-05-13,,In-store,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2417402,Sandwich,12.0,2023-05-09,Digital Wallet,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4619018,Cake,15.0,2023-12-19,Digital Wallet,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8352748,,20.0,2023-05-01,Cash,In-store,4.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_3564954,Smoothie,16.0,2023-03-09,Cash,,,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6738716,Cake,15.0,2023-04-21,,Takeaway,3.0,,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9894270,Cookie,4.0,,Credit Card,In-store,1.0,,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_3136701,,8.0,2023-12-18,,In-store,4.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4644671,Coffee,6.0,2023-04-20,Unknown,,2.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1634534,Juice,15.0,2023-12-03,,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7809121,Cake,12.0,2023-05-15,,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1350239,Smoothie,20.0,2023-11-18,Cash,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5145906,Tea,6.0,2023-01-30,,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9603912,Juice,15.0,2023-12-23,Unknown,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1205610,,2.0,2023-07-19,,In-store,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8969428,Salad,15.0,2023-03-08,,Takeaway,5.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6310896,Sandwich,4.0,2023-05-01,,In-store,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5496282,Smoothie,8.0,2023-03-03,,Unknown,,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3947201,Cookie,5.0,2023-06-17,,Takeaway,1.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3666951,Juice,6.0,2023-01-06,,In-store,3.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3157867,,10.0,2023-11-02,,Takeaway,5.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6234838,Juice,15.0,2023-10-30,,In-store,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5004986,Sandwich,12.0,2023-01-23,Digital Wallet,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6064400,Sandwich,20.0,2023-07-06,,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1868529,,5.0,2023-01-25,Credit Card,,5.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1652596,Smoothie,S5_REVIEW_REQUIRED,2023-10-04,Digital Wallet,,4.0,5.0,MISSING_LOCATION,SCHEMA_VIOLATION
TXN_3487896,Coffee,10.0,2023-01-09,Credit Card,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1721242,Smoothie,20.0,2023-11-23,,In-store,4.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5348750,,25.0,2023-07-15,Credit Card,,5.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3819085,Sandwich,4.0,2023-11-23,,Takeaway,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2181920,Sandwich,12.0,2023-02-11,Cash,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4913079,Sandwich,12.0,2023-08-19,Unknown,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1476711,Tea,3.0,2023-01-26,,,1.5,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5341644,Cake,12.0,2023-01-24,Cash,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4548274,Juice,15.0,2023-05-09,Digital Wallet,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8008815,Salad,10.0,2023-03-16,,Unknown,5.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8159727,Salad,25.0,2023-04-24,Digital Wallet,,,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6962671,Cake,6.0,2023-01-20,,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4791072,Coffee,6.0,2023-11-13,,Unknown,2.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7263939,,4.0,2023-08-08,,,4.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4775791,Smoothie,16.0,2023-04-13,Credit Card,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6724554,Tea,S5_REVIEW_REQUIRED,2023-03-22,Unknown,,1.5,3.0,MISSING_LOCATION,SCHEMA_VIOLATION
TXN_1481470,Juice,9.0,,Digital Wallet,Takeaway,3.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_4226572,Cookie,3.0,2023-05-16,,Takeaway,1.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6833530,Juice,12.0,2023-11-05,,In-store,3.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5752187,Juice,12.0,,Digital Wallet,In-store,3.0,4.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_4321368,Coffee,8.0,2023-12-09,,Takeaway,2.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7918317,Tea,1.5,2023-07-27,Credit Card,,1.5,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5709834,Cake,12.0,2023-03-24,Digital Wallet,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4563526,Smoothie,16.0,2023-06-30,Credit Card,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5512533,Coffee,8.0,2023-06-13,Digital Wallet,,2.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3451212,Cake,9.0,2023-01-29,Unknown,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3708535,Coffee,10.0,2023-05-02,,In-store,2.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4107706,Salad,5.0,2023-11-23,,In-store,5.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6059878,Salad,15.0,2023-01-23,Digital Wallet,,5.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6476204,,S5_REVIEW_REQUIRED,2023-12-22,,Takeaway,4.0,5.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_5777542,Sandwich,8.0,2023-10-22,Unknown,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5598744,Sandwich,S5_REVIEW_REQUIRED,2023-10-17,Digital Wallet,Takeaway,4.0,4.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_7355326,Cookie,1.0,2023-01-03,,,1.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4071945,Cake,3.0,2023-07-17,Cash,,,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6732096,Smoothie,S5_REVIEW_REQUIRED,2023-04-02,,In-store,4.0,2.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_1716710,Coffee,4.0,2023-02-23,Unknown,,2.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9550397,Coffee,8.0,,,,2.0,4.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_9655021,Coffee,6.0,2023-04-22,Unknown,,2.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9640865,Cookie,S5_REVIEW_REQUIRED,2023-03-18,Cash,Takeaway,1.0,2.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_4545512,Coffee,2.0,2023-12-18,,Takeaway,2.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5893283,,9.0,2023-08-15,Cash,In-store,3.0,3.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_6408024,Cookie,3.0,2023-11-29,,In-store,1.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6460409,Salad,S5_REVIEW_REQUIRED,2023-01-03,Cash,Unknown,5.0,3.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_1067052,Tea,6.0,2023-02-18,,Takeaway,1.5,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8776634,Juice,15.0,2023-06-02,,In-store,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9941872,Salad,15.0,2023-04-08,,,5.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2055898,Tea,6.0,2023-12-01,,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2007418,Smoothie,16.0,2023-06-16,Cash,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6451043,Cookie,2.0,2023-02-06,,In-store,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2632916,Juice,9.0,2023-06-17,Credit Card,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1926794,Smoothie,4.0,2023-01-14,,In-store,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3201783,Juice,9.0,2023-12-03,Unknown,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2374950,Cake,15.0,2023-04-28,Digital Wallet,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7367134,Smoothie,16.0,2023-10-03,Digital Wallet,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5896413,Coffee,6.0,,Cash,In-store,2.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_7905853,Cookie,4.0,2023-07-25,Digital Wallet,,1.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3020475,Salad,20.0,2023-09-13,,Takeaway,5.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6071866,Tea,6.0,2023-10-14,,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4548715,Sandwich,8.0,2023-02-16,,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8156272,Salad,10.0,,Cash,In-store,5.0,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_8344035,Smoothie,8.0,2023-08-23,Cash,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4483944,Juice,12.0,,,In-store,3.0,4.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_6400461,Coffee,8.0,2023-01-18,Digital Wallet,,2.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9262504,Smoothie,12.0,2023-12-01,Credit Card,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1266278,Smoothie,4.0,2023-11-03,,Takeaway,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2607233,Coffee,6.0,,Cash,Takeaway,2.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_6753977,Tea,,,,In-store,1.5,3.0,MISSING_DATE,SCHEMA_VIOLATION
TXN_3881824,Juice,6.0,2023-12-30,Credit Card,,3.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5516374,Smoothie,8.0,2023-07-25,,In-store,4.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8059034,Coffee,2.0,2023-01-10,Digital Wallet,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2086896,,12.0,2023-11-25,Cash,Takeaway,3.0,4.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_7954064,,15.0,2023-08-31,Credit Card,In-store,3.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_5251180,Cookie,1.0,2023-06-25,Digital Wallet,,1.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5891724,Salad,25.0,2023-12-10,Credit Card,,5.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9564495,,12.0,2023-08-01,Digital Wallet,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5092646,Smoothie,8.0,2023-05-08,,Takeaway,4.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5261036,,15.0,2023-10-03,Cash,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5651620,,8.0,2023-05-16,,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7977951,Cake,15.0,2023-12-22,,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8226985,Coffee,4.0,2023-03-08,,,2.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7604622,Juice,12.0,2023-12-22,Credit Card,,3.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6875870,Salad,25.0,2023-09-07,,,5.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5061600,Juice,S5_REVIEW_REQUIRED,2023-11-23,,In-store,3.0,3.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_1193930,Coffee,2.0,,Cash,,2.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_2601923,Cake,12.0,2023-07-24,Cash,Takeaway,,4.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_5884081,Cookie,S5_REVIEW_REQUIRED,2023-07-05,Digital Wallet,In-store,1.0,,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_5047792,Salad,5.0,,,,5.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_1849406,Sandwich,S5_REVIEW_REQUIRED,2023-11-30,Cash,In-store,4.0,5.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_8388462,Smoothie,8.0,2023-08-19,Unknown,Takeaway,,,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_9041537,Sandwich,16.0,2023-08-28,,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2798069,,7.5,2023-09-02,Digital Wallet,Unknown,1.5,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_6184247,,3.0,,,,3.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_3145515,Smoothie,16.0,2023-03-31,Cash,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6711224,Juice,3.0,2023-03-26,Digital Wallet,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4035164,Juice,15.0,2023-11-26,,In-store,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5492825,,10.0,2023-02-25,,In-store,5.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2083119,,2.0,2023-06-11,,In-store,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7030681,Juice,3.0,2023-10-01,Cash,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7738316,Cookie,4.0,2023-02-04,Unknown,,1.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6817358,Smoothie,8.0,2023-12-22,Credit Card,Unknown,,2.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_4430474,Cake,6.0,2023-06-08,Digital Wallet,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2329938,Sandwich,12.0,2023-03-29,Credit Card,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7020104,,7.5,2023-01-23,Digital Wallet,,1.5,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3642052,Cake,S5_REVIEW_REQUIRED,2023-07-19,,Takeaway,3.0,1.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_6655913,Cookie,,2023-04-02,Credit Card,In-store,1.0,1.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_1409029,Sandwich,4.0,,Cash,,4.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_7648238,Cookie,1.0,2023-05-12,Cash,,1.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1277813,,15.0,2023-09-11,Digital Wallet,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7251969,Cookie,2.0,2023-08-14,,In-store,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7101802,Coffee,8.0,2023-03-19,,,2.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3233221,Cake,15.0,2023-06-15,,Takeaway,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6200423,Cookie,1.0,2023-02-03,,In-store,1.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6728574,Juice,9.0,2023-05-24,Cash,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6344738,,20.0,,Credit Card,Takeaway,5.0,4.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_9657902,Juice,3.0,2023-10-30,Digital Wallet,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8640383,Juice,6.0,2023-10-08,Unknown,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3889213,Cake,3.0,2023-10-13,Credit Card,,,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2252244,Juice,6.0,2023-03-10,Credit Card,,,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2561071,Juice,15.0,2023-01-30,,In-store,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3209025,Salad,10.0,2023-10-12,Cash,,5.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9975079,Smoothie,8.0,2023-08-26,Cash,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9618962,,6.0,2023-11-08,Credit Card,Takeaway,,3.0,MISSING_ITEM,STRICT_NULL_REMOVAL
